obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,redshift,plate,MJD,fiber_ID,class
1.2376609623977495e+18,127.004476144019,28.3085806695142,20.05698,18.21171,17.28612,16.88595,16.56728,3606,301,4,22,1.4266414001197158e+18,0.09172247,1267,52932,459,GALAXY
1.237678619578336e+18,29.8421166069343,2.79050334159007,25.82554,22.1701,20.44586,19.556,19.00115,7717,301,5,528,4.808920080024099e+18,0.4366839,4271,55507,733,GALAXY
1.2376786190174787e+18,334.938582383186,2.28612437427586,22.42562,22.40722,21.93339,21.66457,21.52938,7717,301,4,162,1.2770078930549103e+19,2.184473,11342,58425,444,QSO
1.2376737560414126e+18,109.703272216359,30.6560695138155,19.15139,18.01812,17.73907,17.66409,17.62702,6585,301,2,172,3.558006513756905e+18,6.887117e-05,3160,54793,592,STAR
1.2376621945368742e+18,215.584852753663,38.1773086470052,22.96512,22.33849,20.85772,20.18996,19.86289,3893,301,3,333,1.2110397239312275e+19,-0.0002557217,10756,58226,792,STAR
1.2376467959890583e+18,118.918747407749,-0.755542360116309,20.18428,18.34421,17.58732,17.29984,17.13542,308,301,1,84,8.389205113517136e+18,0.0001886538,7451,56739,454,STAR
1.2376622004333453e+18,233.006817931997,9.36209362396087,24.49885,22.32661,20.61575,19.50918,19.00256,3894,301,6,194,5.86502876947627e+18,0.5410762,5209,56002,786,GALAXY
1.237665127471514e+18,188.611469001315,34.1457411101034,22.76046,21.603,20.57424,19.75045,19.43655,4576,301,2,468,4.467673453596793e+18,0.5816793,3968,55590,373,GALAXY
1.2376622374823534e+18,221.840966296625,8.01556269411537,24.34593,21.56855,21.08395,20.87492,20.9456,3903,301,3,269,6.160951878295509e+18,-0.0004450073,5472,55976,100,STAR
1.2376591628124815e+18,243.301501594628,39.6893130276992,25.17747,24.31671,23.27736,20.62258,19.71112,3187,301,4,114,1.2083416049053358e+19,-0.0001907606,10732,58253,939,STAR
1.237679504328229e+18,22.7137439791672,19.5484104833959,23.8258,22.54055,22.09798,22.68796,22.43099,7923,301,5,324,8.158460776765741e+18,2.342008,7246,56625,691,QSO
1.2376584933426463e+18,155.86241770857,9.25322253280377,16.95792,15.58199,15.02629,14.79044,14.70758,3031,301,5,239,3.2134242372849766e+18,6.305278e-05,2854,54480,385,STAR
1.2376663381155515e+18,17.2842307471649,-0.925354147872197,20.27477,18.41558,17.53713,17.06696,16.72981,4858,301,1,470,4.4706475648695706e+17,0.0627533,397,51794,300,GALAXY
1.2376593260272023e+18,242.730977924941,43.1173205810767,20.1298,18.73239,18.08536,17.3467,17.36204,3225,301,4,205,1.3174494471683052e+18,0.1014871,1170,52756,533,GALAXY
1.2376623362567703e+18,243.166075092976,29.3935121730417,21.15256,19.13214,17.99359,17.47414,17.08595,3926,301,3,119,1.583040331161561e+18,-0.0002059559,1406,52876,91,STAR
1.237678889600025e+18,38.0938325000078,-1.94508485579169,25.52542,23.90394,21.78056,20.58797,19.78275,7780,301,4,156,8.81484118747751e+18,0.6309269,7829,57011,621,GALAXY
1.237671261731554e+18,124.307530613963,9.09041136487292,23.63055,22.18899,20.8319,19.84519,19.75224,6004,301,4,56,2.8948025279774986e+18,0.0003311008,2571,54055,414,STAR
1.2376591332847788e+18,224.542432534644,48.5304543249444,26.4958,21.81136,20.19771,19.34223,18.8699,3180,301,5,117,7.580842234423302e+18,0.4859428,6733,56369,575,GALAXY
1.2376677350419336e+18,175.639548669994,22.0629156639804,20.94358,19.47285,19.25285,19.34731,19.22892,5183,301,3,291,7.230609847137622e+18,2.861137,6422,56328,293,QSO
1.2376785986145487e+18,330.749411222736,3.14115795367309,24.50897,23.34537,20.57285,19.69385,19.21109,7712,301,6,134,4.859557263374047e+18,-0.0001301879,4316,55505,630,STAR
1.2376640939735124e+18,130.794141156696,26.8213165253249,21.88074,21.5589,21.16739,21.17171,20.69396,4335,301,5,140,1.252365308606417e+19,1.115183,11123,58429,976,QSO
1.2376697617262185e+18,342.331414926673,6.20425546181657,21.69355,20.27633,19.88506,19.8019,19.74092,5655,301,2,239,4.967682968799959e+18,2.673836,4412,55912,773,QSO
1.2376546112197105e+18,206.437173664211,64.3038976596409,23.17456,21.47569,20.05968,19.75367,19.43966,2127,301,6,96,7.679939843498203e+18,0.369332,6821,56396,642,GALAXY
1.2376536652551951e+18,141.641294232301,2.15959633313652,26.02178,23.21529,21.36958,20.19187,19.87809,1907,301,4,127,5.331165840523155e+18,0.5684651,4735,55651,108,GALAXY
1.2376788767106017e+18,324.020602895706,9.60993387197333,21.88992,20.49244,19.64974,18.74631,18.17626,7777,301,4,87,4.6040766651021614e+18,-8.407012e-06,4089,55470,989,STAR
1.2376786184939116e+18,5.32812791350551,2.21139223644379,22.78807,21.86444,21.75924,21.8203,21.9318,7717,301,3,365,4.841573101820205e+18,4.958172e-05,4300,55528,740,STAR
1.2376543921746747e+18,115.554660074228,35.9425157457185,23.41145,21.9083,21.25712,20.9283,20.40115,2076,301,6,70,4.1287349751589335e+18,7.627842e-06,3667,55566,218,STAR
1.2376551067660454e+18,179.330780174807,58.6478725080965,20.64481,20.27937,20.24124,19.95039,19.77382,2243,301,1,317,7.983978452473896e+18,1.617232,7091,56658,808,QSO
1.2376612120449518e+18,218.605833527804,45.3845004417114,23.29877,20.42018,19.1268,18.50383,18.17919,3664,301,5,56,3.301313701180631e+18,-0.000159531,2932,54595,637,STAR
1.2376576300629368e+18,173.132156533139,52.4839524671636,24.41965,23.04584,21.60297,20.60559,19.88488,2830,301,5,372,9.190846677023742e+18,0.6719294,8163,57049,457,GALAXY
1.237662194527568e+18,188.150144658282,42.28289190809,20.92565,20.04255,19.63425,19.15549,19.08599,3893,301,3,191,5.297408635433145e+18,0.6332871,4705,55705,180,QSO
1.2376623357204887e+18,244.060944840533,28.4118573958492,18.86339,18.62699,18.99378,19.25171,19.56113,3926,301,2,128,5.638762466290981e+18,-0.0004089673,5008,55744,930,STAR
1.237665567153062e+18,236.15223192348,16.9715060293259,20.4034,18.30502,17.31459,16.78992,16.42402,4678,301,5,228,2.835116367051516e+18,0.07254678,2518,54243,365,GALAXY
1.2376674300858865e+18,123.048726115182,13.6049312686455,20.25939,18.75461,17.724,17.24204,16.85919,5112,301,3,87,2.553562490969549e+18,0.1944146,2268,53682,78,GALAXY
1.2376562422440271e+18,355.778111671057,14.8980121125937,21.59984,21.15827,20.3968,19.63463,19.41702,2507,301,4,256,6.910875168845093e+18,0.5806654,6138,56598,369,GALAXY
1.237658300066759e+18,148.972182010003,6.55683856637593,23.56055,20.78994,20.62338,20.82889,20.80371,2986,301,5,203,5.487768182524762e+18,3.139148,4874,55673,480,QSO
1.2376529479912e+18,5.54455963437618,-9.5967778503334,26.4883,22.65049,21.07411,18.9111,17.72617,1740,301,4,59,7.353289485100257e+17,4.663872e-05,653,52145,423,STAR
1.2376549537427625e+18,253.322861554291,41.899351589852,22.35207,20.91919,20.67856,20.58821,20.50757,2207,301,4,87,6.797294235018353e+18,-0.0009124181,6037,56104,860,STAR
1.2376672099890627e+18,175.845215289121,28.5944869021127,19.55959,17.59731,16.57311,16.13778,15.79929,5061,301,1,396,2.501818651095624e+18,0.1018764,2222,53799,251,GALAXY
1.2376623013658627e+18,228.125005990471,43.0290715324416,24.63663,21.70172,21.2402,21.12289,21.14404,3918,301,2,206,6.809527950607931e+18,-0.0006889671,6048,56072,310,STAR
1.2376788600795963e+18,353.853599306684,12.9840462826632,22.50729,21.28283,21.09634,21.37367,20.78728,7773,301,5,270,6.923379632931887e+18,2.794817,6149,56194,804,QSO
1.237663479257564e+18,330.50522976255,0.0138415643747966,21.0845,20.83904,20.72037,20.46054,19.93566,4192,301,4,159,1.0296560941412932e+19,0.7311744,9145,58041,750,QSO
1.2376515397776837e+18,141.934594720705,61.5010721525723,20.84888,18.10571,16.96962,16.56088,16.34695,1412,301,5,42,8.38350359568609e+18,-0.0001962042,7446,56722,192,STAR
1.2376593265581755e+18,228.212252961691,52.4164179989151,21.54748,21.4141,21.27619,20.84745,20.95687,3225,301,5,115,9.450908953351576e+18,1.742975,8394,57865,382,QSO
1.2376593303178447e+18,251.534857824791,34.8452910920657,21.18692,19.82328,19.9191,20.01864,20.12092,3226,301,4,139,3.892325122014552e+18,-0.001089617,3457,54984,324,STAR
1.2376664084383665e+18,350.736962153931,0.231749641783162,21.82859,21.25528,21.14531,21.26091,20.58557,4874,301,4,359,1.0307830385875376e+19,2.409202,9155,58043,788,QSO
1.2376607632348288e+18,149.204061702818,37.7979287935701,25.10106,21.93441,20.07517,19.19251,18.82371,3560,301,1,269,5.145426990040635e+18,0.4643037,4570,55623,234,GALAXY
1.2376664084363348e+18,346.083633591961,0.318178078229104,21.75589,21.82895,21.76212,21.34503,20.83995,4874,301,4,328,1.0305534605244258e+19,2.025504,9153,58022,628,QSO
1.2376655317117176e+18,213.565905591773,24.4588028305321,19.32478,19.11792,19.02775,18.90752,18.84031,4670,301,3,108,2.396035187159886e+18,0.7542562,2128,53800,437,QSO
1.2376613623768023e+18,217.890003472555,43.0643494829176,19.94453,19.92063,19.63252,19.60825,19.61425,3699,301,5,178,9.565747175369234e+18,1.351173,8496,58159,369,QSO
1.2376672056785633e+18,114.822260604028,65.1897207646866,18.63425,16.51474,15.68725,15.41356,15.28561,5060,301,1,159,3.309079550465436e+18,-0.0001057166,2939,54515,217,STAR
1.2376503699348526e+18,156.608761157334,-2.64786861701633,22.93609,21.24951,20.13354,19.28493,18.79569,1140,301,2,25,4.244672423423924e+18,0.5466337,3770,55234,108,GALAXY
1.2376650254406126e+18,181.310884765812,35.2118556098249,20.64568,18.35711,16.95989,15.78617,15.16718,4552,301,4,80,2.352106668906539e+18,-0.0001246968,2089,53498,370,STAR
1.2376637842000458e+18,6.07340128127762,0.146171019616727,25.42527,23.73524,20.35045,20.08401,19.42577,4263,301,4,156,8.856497284856435e+18,4.135493,7866,57002,613,QSO
1.237662336251986e+18,232.589257842762,35.8907724671121,18.73833,16.95609,16.12028,15.73909,15.46927,3926,301,3,46,1.5775051192457236e+18,0.055089,1401,53144,434,GALAXY
1.237667429023154e+18,148.193817957332,21.7206257733743,18.84806,17.88417,17.55581,17.45824,17.41221,5112,301,1,255,1.082780400386758e+19,6.136984e-05,9617,58084,89,STAR
1.2376788251724352e+18,328.025000793678,4.17287985734902,19.6468,18.66562,18.31707,18.18559,18.17926,7765,301,4,109,4.606069255519361e+18,0.0003489102,4091,55498,46,STAR
1.2376551255413233e+18,173.558864833657,5.08006918577069,24.19173,21.77233,21.83773,21.67025,20.9269,2247,301,4,85,5.36725786441e+18,2.199409,4767,55946,338,QSO
1.2376805050455828e+18,348.36563451542,34.559506217946,23.08833,22.2426,20.16519,19.36604,18.91887,8156,301,5,171,8.732688175720585e+18,0.434635,7756,58392,758,GALAXY
1.2376697015852078e+18,10.18116370596,6.99438678528551,24.76522,22.35796,20.61638,19.50141,19.07311,5641,301,2,64,5.112742636860758e+18,0.5753935,4541,55882,113,GALAXY
1.2376648541839035e+18,223.028033485844,31.8850393745096,20.61448,18.56204,17.3816,16.88994,16.50117,4512,301,5,158,2.0751454676409649e+18,0.1626816,1843,53816,407,GALAXY
1.2376582034288148e+18,155.396801213403,45.0549959135754,21.05902,24.78583,19.63094,18.24651,18.02587,2964,301,1,185,5.282944558946343e+18,-0.0002149503,4692,55644,808,STAR
1.237668354038105e+18,261.040525718834,38.2066003510037,22.84497,20.91007,20.64858,20.8182,20.48613,5327,301,4,47,1.2117176830760604e+19,3.084908,10762,58390,880,QSO
1.237663463145931e+18,354.812264552518,1.08900457001413,23.44634,22.01557,21.68203,21.37325,20.76105,4188,301,6,75,4.743609363239033e+18,2.08535,4213,55449,702,QSO
1.2376719397970903e+18,226.12972899464,56.8481649513441,19.89918,19.03286,18.74954,18.62684,18.60715,6162,301,3,19,7.643768659807328e+18,-0.0002605352,6789,56401,124,STAR
1.237655124473217e+18,186.383158092724,4.30761076199595,19.40309,17.45539,16.53144,16.08114,15.75794,2247,301,2,171,3.24263056514013e+18,0.08076857,2880,54509,141,GALAXY
1.2376634626081428e+18,352.68260258583,0.831232190526965,23.24151,22.86021,22.03395,21.91873,21.92107,4188,301,5,61,1.0331351139237515e+19,1.227611,9176,58080,340,QSO
1.2376613618433395e+18,227.035696969876,39.1598768561485,19.87966,18.21347,17.20515,16.75627,16.423,3699,301,4,230,1.5740169186401587e+18,0.1336019,1398,53146,32,GALAXY
1.2376499195052032e+18,21.1010571272222,14.090949314178,19.32234,19.1452,19.44473,19.72151,19.98471,1035,301,3,102,5.787214679526103e+18,4.475263e-06,5140,55836,324,STAR
1.237661951346672e+18,227.754266548313,10.4104565561642,23.98405,22.04563,21.74306,21.65617,21.42245,3836,301,6,521,6.175612218044078e+18,-0.001506516,5485,56063,186,STAR
1.2376794334522248e+18,17.1729741460028,-3.57315653923704,20.75771,20.72327,20.53663,20.48649,20.35925,7907,301,1,186,8.911731531506275e+18,0.9686704,7915,57309,850,QSO
1.2376648799567875e+18,159.596872389868,35.4604743213111,20.53633,20.51968,20.46591,20.18656,20.11094,4518,301,5,205,1.1565433645948e+19,1.896364,10272,58172,690,QSO
1.2376655671550285e+18,240.614424596336,15.5394619626034,19.28164,19.09451,18.99634,18.71528,18.35767,4678,301,5,258,2.838564715343407e+18,0.4178711,2521,54538,622,QSO
1.2376646743258563e+18,193.650465094888,38.2029869280263,24.45142,22.04086,20.36416,19.55823,19.24413,4470,301,6,62,4.4720764478934446e+18,0.4834307,3972,55589,7,GALAXY
1.237651755077337e+18,164.551398052923,3.34831524523417,22.25705,20.93438,20.32227,20.08383,19.56928,1462,301,6,262,5.720575228070072e+17,5.4662e-05,508,52366,365,STAR
1.2376655376195267e+18,249.584309007721,16.6083976969537,25.52708,22.15146,20.72951,19.68518,19.16405,4671,301,6,142,4.574752688210991e+18,-0.0003239247,4063,55364,805,STAR
1.2376672545401738e+18,152.696998950794,26.3505635925507,22.73942,22.65522,21.7211,21.14719,20.61836,5071,301,4,256,1.083806711677271e+19,0.002661736,9626,57875,562,STAR
1.2376554728951654e+18,249.396199679381,39.0202257673777,25.26042,21.38243,19.85954,18.93863,18.25809,2328,301,3,60,6.798284070126377e+18,0.538027,6038,56090,365,GALAXY
1.2376792546716552e+18,34.8652175444669,-4.05100702604509,21.17916,20.09784,19.84009,19.47002,19.35805,7865,301,4,147,4.942707837656914e+18,-0.0004128214,4390,55948,26,STAR
1.2376655306440707e+18,227.856288401291,19.913921598073,18.39825,16.79783,16.03543,15.58355,15.35089,4670,301,1,201,3.143679192353237e+18,0.07387231,2792,54556,606,QSO
1.2376786195714547e+18,14.090667958834,3.07336861514589,25.5242,24.72758,21.61844,20.18389,19.44645,7717,301,5,423,9.855090793857176e+18,0.7207373,8753,57373,323,GALAXY
1.2376683325717875e+18,236.298970483208,11.5245042518114,19.84551,17.75927,16.70279,16.25993,15.85428,5322,301,4,177,5.501221258120157e+18,0.1054329,4886,55737,270,GALAXY
1.237655474503287e+18,246.094867410932,44.3140494610493,22.4779,20.05692,18.89551,18.41957,18.41666,2328,301,6,22,9.177662438244618e+17,-0.0006490661,815,52374,574,STAR
1.2376637847418312e+18,17.241518326673,0.608780531098144,23.1354,21.82663,21.46489,21.43425,21.3306,4263,301,5,231,4.758273550254889e+18,2.309405,4226,55475,802,QSO
1.2376619706502351e+18,188.606279953683,6.72813174461922,19.58708,18.71642,18.39799,18.27107,18.24724,3841,301,2,158,6.082135035703745e+18,2.616096e-05,5402,55927,86,STAR
1.2376514952215923e+18,121.769955292537,46.3616645209813,21.6751,20.73998,20.08044,19.56431,19.11421,1402,301,2,106,7.195834218513193e+18,0.5238461,6391,56329,756,QSO
1.2376557445575475e+18,229.154227844383,5.93101040951075,17.21028,16.31072,16.00649,15.87905,15.83745,2391,301,5,147,2.0639277127576064e+18,-0.0004808947,1833,54561,557,STAR
1.2376802983461527e+18,338.559197630071,20.4852372347217,22.10065,21.16761,21.02215,20.96063,20.43818,8108,301,4,108,6.889499281415494e+18,-0.000626411,6119,56181,428,STAR
1.237661137425072e+18,159.37945969178,39.0882800056276,17.53706,16.55591,16.19482,16.05327,16.02453,3647,301,2,135,9.93286943509344e+18,-5.046934e-05,8822,58167,656,STAR
1.2376503720897416e+18,173.608013196597,-1.38218091722009,21.2011,20.78849,20.61048,20.55983,20.54248,1140,301,6,138,4.266300367485295e+18,1.270709,3789,55269,966,QSO
1.2376695174351427e+18,344.584704917718,6.65680681355185,21.71891,21.09373,20.67308,20.36781,20.42513,5598,301,3,13,1.2729641642078e+19,1.524467,11306,58450,790,QSO
1.2376612120440996e+18,215.858081593851,46.2007007843785,19.23755,17.53603,16.62807,16.17926,15.89962,3664,301,5,43,1.449170389950294e+18,0.1332928,1287,52728,499,GALAXY
1.237661811196232e+18,173.561790973358,11.0967508220883,23.54992,21.75381,20.34949,19.43363,18.98823,3804,301,1,107,6.04835116740643e+18,0.4646736,5372,55978,61,GALAXY
1.2376634626082084e+18,352.849234427749,0.760726697449969,22.44066,21.28983,21.07997,21.02934,20.61012,4188,301,5,62,4.74142738236338e+18,2.744901,4211,55446,956,QSO
1.237670963776389e+18,143.764456734641,14.1769215093982,18.30137,17.34235,16.96992,16.77662,16.7424,5935,301,1,181,3.5984176899341435e+18,0.001019978,3196,54834,151,STAR
1.2376786614303462e+18,14.5381923459215,4.57853293820602,23.92443,22.81413,22.34873,21.80234,21.44865,7727,301,3,163,1.061852708410729e+19,0.7585146,9431,58102,600,GALAXY
1.2376619668960056e+18,193.485129113558,41.7889949577845,23.0167,21.85279,21.45554,21.15321,20.90365,3840,301,3,217,9.442009225536756e+18,-0.0001183842,8386,57518,773,STAR
1.2376637831359368e+18,28.1346142977702,-0.825752862338676,22.99536,19.88198,18.29019,17.74179,17.42882,4263,301,2,303,8.831818196279646e+18,0.0002502992,7844,56982,943,STAR
1.2376627023997837e+18,244.818429978502,55.0823908957938,22.38526,22.5315,21.98126,21.1011,20.21302,4011,301,5,74,8.515402936175843e+18,0.8773571,7563,56810,807,GALAXY
1.2376637831212567e+18,354.587734352663,-0.778485643996543,21.84767,21.1439,21.00212,20.97281,20.73792,4263,301,2,79,1.0310068986499586e+19,2.300341,9157,57742,740,QSO
1.2376593271050734e+18,251.635931792183,36.5141590728462,18.71048,17.28755,16.78925,16.63001,16.56935,3225,301,6,268,2.4478738571938765e+18,-0.0002020152,2174,53521,609,STAR
1.237667731272434e+18,131.841685644598,14.3657150750669,19.60523,17.61552,16.46954,16.00509,15.63619,5182,301,4,117,5.956106263058471e+18,0.1487461,5290,55862,348,GALAXY
1.237663917337806e+18,115.896266396949,48.6334270638369,23.69263,24.08904,23.46891,21.45705,19.63268,4294,301,4,61,1.1995559575388707e+19,-3.379096e-06,10654,58429,807,STAR
1.237658297919013e+18,148.404962379145,4.91757520953398,19.59972,18.2834,17.44902,17.01706,16.72774,2986,301,1,199,6.430436414214902e+17,0.1222137,571,52286,563,GALAXY
1.237654381975438e+18,131.475039329568,48.4105717711521,24.65662,22.35614,21.36071,20.07301,19.41687,2074,301,3,90,5.81096028460996e+18,0.000108307,5161,55968,694,STAR
1.2376650254423163e+18,186.010478108203,35.2533225420722,21.80655,21.25515,20.90228,20.50573,20.28837,4552,301,4,106,1.1537248764713783e+19,1.894375,10247,58162,554,QSO
1.2376613607590464e+18,195.452746646556,46.3729870956541,20.16524,20.10375,20.41461,19.83725,20.11173,3699,301,2,69,8.346353022717417e+18,1.778084,7413,56769,207,QSO
1.237678598629753e+18,5.44948555398491,3.5794966323196,22.61639,22.5149,21.76497,21.06042,20.63014,7712,301,6,366,1.063200902033941e+19,0.8696629,9443,58074,495,GALAXY
1.237651495761412e+18,127.409726374815,52.0790264085663,20.34176,25.11439,20.74912,24.36181,18.32355,1402,301,3,151,4.999806792121978e+17,-0.001048329,444,51883,295,STAR
1.2376679116649267e+18,179.760920754622,25.1174273063606,22.38331,21.73528,19.96115,19.04438,18.50916,5224,301,4,176,7.210505277057292e+18,0.4983611,6404,56330,881,GALAXY
1.237652948527612e+18,4.62777929840594,-9.35254427851468,21.78103,19.48366,17.95332,17.37114,17.02186,1740,301,5,52,7.342404318810868e+17,0.2747598,652,52138,559,GALAXY
1.2376634792586125e+18,332.89032017991,0.0956442751830335,22.32532,21.68707,21.38693,21.47411,21.85972,4192,301,4,175,4.728970466265684e+18,0.0004704389,4200,55499,694,STAR
